Description	Valence_value	Arousal_value
dean	5.896	4.584745762711864
amid	5.08	3.491525423728814
climatology	5.248	3.7203389830508478
meshes	4.52	3.686440677966102
chocolate	7.53	5.035988700564972
fence	5.025	2.4940677966101696
gum	5.737	2.866949152542373
daydreaming	7.207999999999999	3.6610169491525424
show	6.147	5.622033898305085
forced	2.44	6.720338983050848
urinate	4.01	4.398728813559322
killing	1.795	7.1286440677966105
boast	4.7	4.968135593220339
suicidebombing	1.248	8.72033898305085
chip	5.5760000000000005	3.2987288135593222
keen	7.151999999999999	4.956694915254237
handcuff	3.415	5.305084745762712
comedian	7.548	6.309491525423729
enumeration	5.3839999999999995	3.38135593220339
snowplow	4.821	4.033983050847458
giveaway	7.045	5.663728813559322
valium	4.496	3.3265254237288135
pasta	6.563333333333333	4.037796610169492
woeful	2.08	5.313559322033899
turtle	4.744	1.9972881355932204
residency	5.961	3.532796610169492
rectangular	4.877	2.672033898305085
mad	2.5540000000000003	6.786158192090395
imtryingtosleep	4.504	3.686440677966102
battleground	3.169	7.244406779661017
thyme	5.488	2.7711864406779663
liquidity	6.504	5.093220338983051
arrears	3.2880000000000003	4.720338983050848
untrue	2.349	4.493728813559322
hint	5.933	4.078389830508474
unimproved	2.3040000000000003	3.805084745762712
downcast	1.568	4.8474576271186445
spent	3.3680000000000003	3.1186440677966107
delicacy	7.248	3.98728813559322
vagueness	2.2	3.3559322033898304
answering	6.472	4.8474576271186445
avalanche	3.47	6.818135593220339
exposure	5.185	6.547033898305084
forfeited	2.248	6.118644067796611
minimal	4.602	2.6329661016949153
laboratory	5.354	4.5713559322033905
contend	5.225	5.253983050847458
surrounding	5.248	4.186440677966102
national	6.102	3.5766949152542376
radiography	4.752	5.813559322033899
define	6.037	4.0385593220338984
sullen	2.92	4.289661016949152
injuring	1.584	7.305084745762713
retake	4.989	4.015847457627119
outboard	4.867	4.100593220338983
sic	3.96	4.5
ohgod	5.0	5.330508474576272
washout	3.882	3.353220338983051
acoustics	6.109	3.2983898305084747
approximation	5.656000000000001	4.016949152542373
barley	5.431	3.0133898305084745
astral	5.5760000000000005	4.637033898305084
calico	4.248	3.4745762711864403
mummy	4.505	4.671610169491526
longing	5.832	4.288135593220339
fellow	6.62	3.0927966101694913
lineup	5.265000000000001	4.349406779661017
poke	4.029999999999999	6.031271186440678
buffet	6.148999999999999	5.09364406779661
milligram	4.856	2.774576271186441
premeditated	3.832	4.76271186440678
madness	2.346	6.836864406779661
bet	4.515000000000001	5.642711864406779
fissure	3.9819999999999998	4.556101694915254
plane	5.743333333333333	4.892372881355932
vocalist	6.504	5.661016949152542
bam	4.7330000000000005	4.285084745762712
excellence	8.304666666666668	5.568135593220339
flatulence	3.235	5.958050847457628
overalls	5.0	3.9322033898305087
deception	2.04	6.356864406779661
documents	5.295	3.2294067796610166
angling	6.0	4.067796610169491
nifty	6.609999999999999	5.756864406779661
boron	4.314	3.3278813559322034
akin	6.112	3.516949152542373
reborn	6.503	5.368728813559322
rebirth	6.773999999999999	5.582033898305085
indecency	2.08	6.28813559322034
private	5.864	3.903220338983051
coin	6.328666666666667	4.298192090395481
foreclose	2.38	5.771186440677967
discernment	4.263999999999999	4.601694915254238
micron	4.0	3.076271186440678
divine	7.747	4.2495762711864415
command	4.303000000000001	5.977542372881357
complement	6.890000000000001	4.428813559322034
playmate	7.662000000000001	4.651864406779661
starling	5.265000000000001	4.54135593220339
flagging	5.168	5.008474576271187
papacy	4.848000000000001	2.8389830508474576
bask	6.725	3.6333898305084746
happyholidays	8.416	6.88135593220339
affiliated	6.3839999999999995	5.008474576271187
iteration	5.248	4.415254237288136
spindle	4.928000000000001	3.817372881355932
apace	5.288	4.8474576271186445
checkered	4.691	3.4290677966101697
morale	6.391	3.0245762711864406
spokesman	5.83	3.788983050847458
unite	6.824	3.4890677966101693
pocketful	6.0009999999999994	2.84728813559322
daydream	7.075	3.3330508474576273
branching	5.16	4.186440677966102
tranquility	7.79	2.6971186440677966
imp	3.8	4.406779661016949
soothing	6.525	2.0185593220338984
regroup	5.382	4.90093220338983
forthcoming	5.6899999999999995	4.506864406779661
bland	3.793333333333333	2.7484745762711866
paradox	4.868	4.677966101694915
infeasible	2.96	4.610169491525425
shun	3.3819999999999997	4.884406779661017
voiceless	3.168	2.601694915254237
textbook	5.4879999999999995	2.7708474576271183
opponent	3.0300000000000002	6.194915254237289
subjection	3.832	4.067796610169491
ornery	3.8689999999999998	4.6034745762711875
nomadic	4.416	5.008474576271187
cash	7.938666666666665	6.416045197740114
rousing	6.031000000000001	5.4107627118644075
pocket	5.167	3.7203389830508478
downtime	4.359999999999999	2.7927118644067797
foresee	5.667	4.040338983050848
hateeee	2.752	5.7457627118644075
legend	6.982	5.006158192090395
idiomatic	5.248	4.245762711864407
concur	5.336	3.774576271186441
lumbering	3.832	5.364406779661018
cherub	5.797	3.355762711864407
liquid	5.423	3.1358474576271185
chine	5.488	3.6610169491525424
insulation	4.165	3.545677966101695
sow	5.723000000000001	3.9821186440677967
compound	5.85	3.6864406779661016
badge	5.388	4.5728813559322035
mitt	4.864000000000001	2.455508474576271
mole	4.359	3.8075423728813558
austere	5.0	3.915254237288136
eternal	7.296	3.833135593220339
blanket	6.984999999999999	1.979406779661017
thinking	6.76	3.2203389830508478
congress	4.071	3.991440677966102
dub	5.215	4.628983050847458
poultry	5.255	3.8690677966101696
radius	5.234	3.952966101694915
mirage	4.9190000000000005	4.268644067796611
bookshop	6.602	3.648135593220339
sceptical	2.7119999999999997	3.889830508474576
categorical	5.92	4.3559322033898304
staticky	3.8560000000000003	2.9661016949152543
orthodoxy	3.168	3.898305084745762
paramedic	5.772	4.7211864406779664
purgatory	3.105	5.497372881355933
marvellous	8.024000000000001	7.466101694915255
frozen	3.752	3.5423728813559325
burial	2.441333333333333	4.960000000000001
monopolist	3.64	5.610169491525424
beak	4.45	3.2482203389830513
candidacy	4.859999999999999	4.613983050847458
doctorate	6.579	4.289745762711865
postal	6.165	3.048220338983051
shroud	4.273	3.9415254237288133
methadone	2.985	4.473220338983051
stoic	4.443	3.9543220338983054
makeup	6.0649999999999995	3.766101694915254
pet	7.28	4.08045197740113
idolizing	6.4079999999999995	6.64406779661017
preside	5.336	5.389830508474576
buzzed	5.664	5.262711864406779
repeater	4.832	4.220338983050848
hostage	2.4146666666666667	6.974067796610169
class	5.989	3.850593220338983
sponsorship	6.771000000000001	5.356355932203391
suppertime	6.883	4.234152542372881
retribution	4.695	4.55635593220339
dispose	4.692	5.349745762711864
meteor	4.6419999999999995	6.140508474576272
unconvinced	4.272	4.491525423728813
elevator	5.628666666666667	4.512937853107345
adverse	3.6319999999999997	4.834830508474576
president	5.823	5.295677966101695
pixie	5.998	4.510508474576271
appointment	5.467	5.222033898305085
wienie	4.76	4.381864406779661
cumbersome	3.072	5.889830508474577
airlock	4.5169999999999995	4.623474576271187
vigor	6.915	6.679237288135593
commando	4.552	6.2885593220338984
furor	5.0	7.923728813559323
damper	4.486	3.701779661016949
untrustworthy	2.223	4.607627118644068
pious	5.2669999999999995	3.1016949152542375
action figure	6.05	5.909745762711864
envious	2.7	6.050000000000001
mixed	5.08	3.5423728813559325
feminism	5.328	5.440677966101695
secret	5.0809999999999995	4.83271186440678
unclean	2.507	4.606610169491526
careless	3.285	4.266355932203389
skip	4.712	5.836864406779661
dissociation	2.08	5.313559322033899
monochrome	3.496	3.084745762711864
foreboding	4.021	5.946610169491525
great trust	8.512	5.084745762711865
evil	2.2966666666666664	6.559548022598871
anomaly	3.6719999999999997	4.709745762711864
lateness	2.7119999999999997	3.898305084745762
hair	5.918	2.948220338983051
whelp	4.321	4.315762711864407
unarmed	4.078	3.9047457627118645
unique	7.452	3.7754237288135597
cocoon	4.99	2.916525423728814
momma	7.557	3.775847457627119
broccoli	5.3759999999999994	2.3925423728813557
powerful	7.073333333333333	6.294689265536722
homily	5.968	3.6440677966101696
complicity	4.0169999999999995	4.998389830508475
slave	2.0893333333333337	6.029152542372882
plumbing	4.601	3.794406779661017
radial	4.611000000000001	3.8219491525423726
astronomy	5.952	4.478559322033899
crooked	2.669	4.912033898305085
brow	5.303000000000001	3.2378813559322035
wristband	5.408	2.254237288135593
sighting	5.613	4.807966101694916
toner	4.8469999999999995	3.6462711864406776
scanner	5.409000000000001	3.8135593220338984
bookie	4.161	4.987288135593221
gone	3.336	2.5593220338983054
dinnertime	6.974	4.62542372881356
praising	8.248	5.330508474576272
suburbs	5.08	5.449152542372882
selfish	2.4026666666666667	5.359491525423729
granddad	7.12	2.8309322033898305
chronological	5.752	4.38135593220339
kind	7.9046666666666665	3.43135593220339
bubbly	6.742	5.26635593220339
scum	2.802	4.63683615819209
aggression	2.466	7.086525423728814
grandma	7.433999999999999	2.7864406779661017
bookseller	5.664	3.296610169491526
procrastination	3.5839999999999996	4.254237288135593
paper	5.26	2.5575141242937853
puss	3.574	4.626186440677967
overtired	2.6799999999999997	3.6355932203389836
lye	4.1419999999999995	4.128050847457628
rarely	4.263999999999999	3.7203389830508478
tier	5.055	3.2082203389830513
roller	5.259	3.5495762711864405
fasten	5.147	4.783898305084746
slouch	3.885	3.9368644067796614
sexy	7.786666666666666	7.592881355932204
tat	4.432	3.8305084745762716
snot	3.131	3.815762711864407
recursively	4.416	5.008474576271187
offspring	6.068999999999999	4.473305084745763
storytelling	6.572	4.09406779661017
campaigner	5.736000000000001	6.52542372881356
sweetheart	8.310666666666666	5.028305084745763
reverse	5.256	3.928559322033898
weigh	3.992	4.053050847457627
stomped	2.832	6.40677966101695
sate	6.336	4.0
score	6.43	5.124152542372881
intrepid	6.197	5.229237288135593
assent	5.92	4.974576271186441
broth	5.275	2.478220338983051
hypodermic	2.91	4.563728813559322
turnpike	4.781	3.9190677966101695
audacious	6.015000000000001	6.152711864406779
prim	5.32	3.7457627118644066
terrified	1.9833333333333332	7.4047457627118645
nightingale	6.92	3.491525423728814
presumptuous	3.61	4.565508474576271
ballad	6.833	3.3084745762711867
sidewalk	5.2509999999999994	2.94364406779661
wastebasket	3.919	3.354661016949153
wages	7.207999999999999	4.338983050847458
trampoline	6.031000000000001	6.018813559322034
approach	5.673	4.2061016949152545
wine cooler	6.441000000000001	3.741949152542373
sassy	4.179	5.868135593220339
investment	5.949999999999999	5.178559322033899
wait	3.671	2.82271186440678
chiffon	5.1240000000000006	3.6196610169491525
plate	5.231999999999999	2.933220338983051
chaotic	3.235	6.96406779661017
anesthesiologist	4.651	3.034237288135593
crestfallen	2.88	3.5423728813559325
consecutive	5.526999999999999	3.631271186440678
foreseen	5.5280000000000005	3.6694915254237293
freeze	3.5839999999999996	4.02542372881356
concessional	7.16	4.788135593220339
enslaved	1.832	6.711864406779661
varied	5.832	6.5508474576271185
happydance	7.856	7.050847457627119
composure	7.416	3.610169491525424
psychical	5.0	4.8474576271186445
roasted	5.76	4.508474576271187
sleeveless	6.104	3.0677966101694913
prance	6.231999999999999	5.147881355932204
neural	5.853	3.7051694915254236
religious	6.0600000000000005	3.6285593220338983
colloquial	5.832	3.686440677966102
list	5.557	2.6817796610169493
stealth	5.305	3.5591525423728814
mocked	2.8	6.932203389830509
finery	5.496	4.669491525423729
rump	5.2010000000000005	4.50093220338983
treason	2.401	6.620338983050847
concentrate	6.22	4.696836158192091
houseguest	5.220000000000001	4.258728813559323
penultimate	4.752	3.711864406779661
letter	6.123333333333334	3.6881920903954803
unexpected	4.84	5.90593220338983
younger	7.247999999999999	4.483050847457627
whim	5.092	5.211440677966102
blunder	3.015	5.065762711864407
shitload	2.96	5.967881355932204
trustee	5.5440000000000005	4.132966101694915
changer	5.307	4.079237288135594
t-shirt	6.975	2.631949152542373
receptacle	5.12	3.766101694915254
admissible	6.2	3.9923728813559327
secrete	4.416	5.415254237288137
irreparable	2.769	5.075847457627119
nothingness	2.711	2.2690677966101696
standardize	6.472	3.601694915254237
innate	5.029999999999999	3.475
undoubted	5.736000000000001	4.516949152542373
emetophobia	2.944	5.864406779661017
obsessive	3.051	6.862372881355932
compelling	6.292	5.290338983050847
neck	5.384	3.168220338983051
actress	5.742	5.376016949152543
peaceful	7.968	2.95271186440678
rundown	4.475	3.3343220338983053
formidable	6.092	5.289322033898306
eyepiece	4.343999999999999	3.5508474576271194
filings	3.5839999999999996	4.101694915254238
stenographer	5.015000000000001	3.938898305084746
tooling	5.08	4.050847457627119
mutate	3.704	5.567118644067797
winger	5.099	5.01949152542373
ocular	4.602	3.8728813559322033
resilience	5.248	4.338983050847458
trademark	5.668	3.6227118644067797
pigment	4.12	3.4322033898305087
corollary	4.664	4.584745762711864
individual	6.093	3.425677966101695
chubby	4.789	4.554406779661017
scoot	5.41	4.50135593220339
harlot	3.582	6.486440677966101
collectively	7.5360000000000005	5.466101694915254
inferiority	2.753	3.862118644067797
suds	4.952	3.7166949152542372
stable	6.0	2.724491525423729
subdural	4.224	3.930593220338983
coil	4.7620000000000005	3.6184745762711863
languish	2.88	4.067796610169491
ale	5.595000000000001	4.261864406779662
ford	5.479	3.1707627118644073
tingling	4.416	5.822033898305085
forget	3.613	4.138728813559322
wing	5.823	3.5455932203389833
lingo	4.957	3.497457627118644
recognizable	6.16	4.295
sneaking	2.624	7.008474576271187
titanium	5.21	4.186610169491526
ration	4.949	3.7211864406779664
questioning	4.504	6.508474576271187
prepared	6.68	4.677966101694915
woodland	6.818999999999999	2.8316949152542374
wilderness	4.964	4.141101694915254
mock	3.8449999999999998	5.347881355932204
dazzle	6.863333333333333	6.175762711864407
heartattack	2.248	7.720338983050849
monk	4.838	2.491440677966102
jumpsuit	5.298	3.6616949152542375
weakness	2.4720000000000004	4.087881355932203
delivery	6.316000000000001	4.278474576271186
repugnance	1.496	6.40677966101695
ophthalmologist	5.416	3.906779661016949
pageant	5.876	5.34135593220339
grill	6.84	5.0155932203389835
detachment	3.622	4.931186440677966
readout	5.335	2.984406779661017
raid	3.575	6.19135593220339
daft	3.77	3.527542372881356
relieve	7.377	3.030508474576271
minibus	4.7010000000000005	3.7376271186440677
hypothesis	5.598000000000001	3.5178813559322033
expiry	2.5519999999999996	4.288135593220339
adhesive	5.836	3.388135593220339
disgruntled	2.471	4.8682203389830505
stockholder	5.242	4.703389830508475
posture	5.193	3.3944067796610167
shrunken	4.29	4.1005932203389825
crowning	7.184	5.6440677966101696
seasoned	7.328	4.595338983050848
ghastly	2.525	6.152542372881356
delectable	7.247999999999999	6.050847457627119
purpose	7.035	5.092796610169492
pissingmeoff	2.664	5.88135593220339
crud	3.7729999999999997	3.6483898305084743
inertia	4.551	4.18542372881356
righty	6.165	3.445593220338983
capitals	7.04	4.8474576271186445
hickory	5.53	3.8563559322033902
tantamount	6.064	3.0508474576271194
tor	3.696	4.254237288135593
conveyancing	4.0	4.669491525423729
career	6.515000000000001	5.442033898305086
stripe	5.636	3.4197457627118646
unreal	3.4770000000000003	4.58135593220339
daddy	7.3149999999999995	4.12
authoritative	6.088	5.016949152542374
cubicle	4.316	3.2834745762711863
tilde	5.16	3.2711864406779663
canoe	5.548	3.426271186440678
foil	4.033	3.019491525423729
representative	5.946	3.7209322033898307
AIDS	1.33	5.0
sos	3.832	6.330508474576272
spotted	3.832	4.610169491525425
orthopedic	4.284000000000001	3.661186440677966
commutative	6.336	4.3559322033898304
preservative	5.248	4.245762711864407
ambush	3.209	6.612033898305085
cuddles	7.776	3.8474576271186445
fictitious	4.321	4.376440677966102
stub	4.029	3.591016949152542
gracious	7.787	4.606525423728814
satisfactorily	7.12	5.440677966101695
electric slide	5.693	5.466694915254237
seldom	3.5839999999999996	3.8220338983050848
bickering	1.976	7.389830508474577
battle	3.7199999999999998	7.434322033898305
showing	5.976	5.186440677966102
rosary	6.353999999999999	2.5783050847457627
toy	7.438	4.52316384180791
equatorial	5.4	2.906779661016949
retire	5.292	3.4211016949152544
soscared	2.832	6.135593220338984
fourfold	5.24	4.067796610169491
clunk	4.492	4.355084745762712
preaching	6.167999999999999	5.728813559322035
terrestrial	5.336	4.110169491525424
forces	5.494	5.376864406779661
unfettered	5.552	6.118644067796611
